Start.time,Completion.time,Name,Age,Gender,Nationality,Employment.status,Duration.of.your.studies.in.Segovia.,Type.of.home.you.live.in.,Square.footage.of.the.property.,Number.of.roommates,Area.or.neighborhood.in.Segovia.where.you.live,Email,Duration of your lease,How long do you      expect to stay in your current residence?,How much do you pay monthly in your rental contract,"Which services and costs are included in the contract (internet, gas, water..)","Do you have any other service contracted (laundry, cleaning...) Please list them",What are the monthly cost of these services,Did you find the appartment thorugh a platform/portal/agency? ,Which one? ,What were the main difficulties you encountered when searching for housing?
1970-01-01 12:41:17.535648,45669.1988040972,,18,Woman,France,Only studying,2 years,Rental with a private landlord,110,0,Factory,,10 months,I will move to another residence for the duration of my studies.,275,Full board,All cleaning food,,,Housing platform (dont remember name),Availability;
1970-01-01 12:41:06.493299,45674.3261048052,,18,Man,Brazil,Only studying,1 semester,Rental with a private landlord,130,0,Centre,anonymous,Año académico.,I will move to another residence for the duration of my studies.,875,,Dios me al laundry,50€ each full cleaning manteinance included,,Beyond camous,High prices;None met my expectations;
1970-01-01 12:41:17.55934,45661.405307021,,18,Man,Egypt,Studying and working ,2 años,Rental with a private landlord,50m2,3,center,,Academics year,I will stay only as long as my studies last,1400,Full board,"all included, cleaning, full board, manteinance, bed linen and towels laundry",included,,Inn family,NA;
1970-01-01 12:41:17.517894,45677.5885532407,,19,Man,Española,Only studying,2 years,Rental with a company,12m2,2,Acueduxy,anonymous,9 month,I will move to another residence for the duration of my studies.,1880,No,Breakfast cleaning gym,NA,No,vizcainos,High prices;None met my expectations;
1970-01-01 12:40:45.428924,45666.3275157007,,19,Woman,Canada,Only studying,9 months,Rental with a private landlord,30m2,3,Acueducto,,,I will stay only as long as my studies last,1100,No,Cleaning,included,No,Housing platform (dont remember name),NA;
1970-01-01 12:41:17.543866,45677.5885532407,,18,Woman,USA,Only studying,6 months,Rental with a private landlord,Studio,3,San Lorenzo,anonymous,5 months,I will move to another residence for the duration of my studies.,400,All foo,"Full Board, bedroom cleaning, bed linen and towel laundry service",Included,Yes,IE,Availability;
1970-01-01 12:41:06.476806,45672.0700924937,,20,Man,El Salvador,Only studying,9 months,Student residence ,95,0,Acueduct,anonymous,Ayuden year,I will stay only as long as my studies last,1300,all,All,NA,,Betina camous,Availability;High prices;
1970-01-01 12:41:06.52463,45631.256778858,,18,Man,Italy,Only studying,2 years,Rental with a private landlord,300m2,4,Centre,,Año académico.,I will stay only as long as my studies last,1050,Yes,,NA,No,Friend,High prices;Availability;
1970-01-01 12:41:06.52463,45611.7920601852,,19,Woman,India,Only studying,6 month,Student residence ,90,2,center,,1 academic year,I will stay only as long as my studies last,875,all,"all included, cleaning, full board, manteinance, bed linen and towels laundry",-,Yes,Housing platform (dont remember name),Availability;
1970-01-01 12:41:06.48375,45672.4802765503,,20,Woman,France,Only studying,9 months,Rental with a private landlord,12m2,3,Center,anonymous,Ayuden year,I will move to another residence for the duration of my studies.,1880,Full board,No,NA,Yes,IE,NA;
,45626.12947815,,18,Woman,Seitzerlan turkey,Only studying,2 year,Rental with a private landlord,95,1,Center,,9 months,I will move to another residence for the duration of my studies.,1250,all,"Daily cleaning, laundry, full board and parking",,No,Beyond ie,Availability;
1970-01-01 12:41:17.56162,45677.5885532407,,18,Man,Phillipines,Only studying,6 months,Rental with a private landlord,80,1,Center,anonymous,10 month,I will stay only as long as my studies last,960,All foo,Cleaning,NA,No,Beyond campus,High prices;Availability;
1970-01-01 12:41:06.491644,45675.7617490034,,17,Woman,Germany,Only studying,2 year,Rental with a company,20m2,2,Center,anonymous,1 academic year,I will move to another residence for the duration of my studies.,1350,All foo,manteinance and cleaning,50€ each full cleaning manteinance included,,Idelaista,NA;
1970-01-01 12:41:06.493299,45677.5885532407,,24,Man,Spain,Only studying,2 year,Student residence ,80,3,San Lorenzo,,1 curso académico,I will move to another residence for the duration of my studies.,700,No,Limpieza opcional,laundry for 25€,Yes,Beyond camous,Availability;
1970-01-01 12:41:06.52463,45670.2242642388,,20,Woman,Hungary,Only studying,6 month,Rental with a private landlord,10,2,Center,anonymous,Ayuden year,I will stay only as long as my studies last,1400,Gas electric unit,No,,Yes,Ie,High prices;Availability;
1970-01-01 12:41:17.525359,45677.5885532407,,18,Woman,Spain,Only studying,1 year a half,Rental with a private landlord,50m2,0,San Lorenzo,,9  months,I will stay only as long as my studies last,500,Gas electric unit,Limpieza opcional,laundry for 25€,No,beyond ie,Availability;High prices;
1970-01-01 12:40:29.810937,45618.9512571588,,24,Woman,Española,Only studying,1 year a half,Student residence ,75m,3,Center,,Academics year,I will move to another residence for the duration of my studies.,1540,Yes,"Full Board, bedroom cleaning, bed linen and towel laundry service",100,,vizcainos,High prices;
1970-01-01 12:41:17.578461,45612.3883122526,,20,Man,Spain/China,Only studying,1 year,Rental with a private landlord,20m2,4,center,anonymous,Academic year,I will stay only as long as my studies last,700,All,"Manteinance, cleaning once a week and information",50€ each full cleaning manteinance included,,Strident houses,High prices;
1970-01-01 12:40:23.657188,45617.3105209323,,21,Man,Hungría,Only studying,2 year,Student residence ,100m2,2,San Lorenzo,anonymous,9 months,I will stay only as long as my studies last,1300,All foo,Breakfast cleaning gym,included,No,Beyond campus,
1970-01-01 12:41:12.488113,45666.9427917857,,18,Woman,Brazil,Only studying,6 month,Rental with a private landlord,10,2,Center,,10 months,I will move to another residence for the duration of my studies.,1250,Yes,Everything even healthcare,,No,Sogeima,High prices;
1970-01-01 12:41:06.493299,45618.9512571588,,18,Woman,Belgium,Only studying,2 year,Student residence ,85 70,0,Acueducto,anonymous,Academic year,I will stay only as long as my studies last,1300,Everything,"Full Board, weekly bed linen and towel laundry service and cleaning",50€ each full cleaning manteinance included,No,Ie,NA;
1970-01-01 12:41:17.58397,45672.275184522,,20,Man,Colmbia,Only studying,2 years,Student residence ,80m2,0,Center,anonymous,Academics year,I will move to another residence for the duration of my studies.,275,Wi-Fi water everything,Limpieza opcional,Included,No,beyond ie,
1970-01-01 12:41:17.58397,45634.5382513111,,19,Woman,Italian,Only studying,2y,Student residence ,60m2,1,Center,,10 mints academic year,I will move to another residence for the duration of my studies.,1100,Full board,50!yhree montha,included,Yes,Betina camous,Availability;
1970-01-01 12:41:17.56162,45668.9937120689,,20,Woman,Argentina,Only studying,2 years,Rental with a private landlord,160,0,Factory,anonymous,1 year,I will move to another residence for the duration of my studies.,1880,Gas electric unit,All,Included,Yes,Idealista,
1970-01-01 12:41:06.491644,45664.0715033892,,18,Man,Danish,Only studying,1 year,Rental with a private landlord,147,2,Center,anonymous,6 months,I will move to another residence for the duration of my studies.,1150,Full board,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",,Yes,Housing platform (dont remember name),
1970-01-01 12:41:17.535648,45676.787209145,,21,Man,Spain/China,Only studying,9 month,Rental with a company,50m2,5,Acueducto,anonymous,6 months,I will move to another residence for the duration of my studies.,1100,Yes,cleaning and maintenance,50€ each full cleaning manteinance included,No,Inn family,NA;
1970-01-01 12:41:17.535648,45674.1210127769,,20,Man,Luxembourgh,Only studying,1 year,Student residence ,90,5,Villaroma,,9 months,I will move to another residence for the duration of my studies.,1200,Internet agua electricidad,Dios me al laundry,100,No,vizcainos,High prices;None met my expectations;
1970-01-01 12:41:06.529549,45620.5919933854,,21,Man,Brazil,Only studying,2 year,Rental with a private landlord,200m2,0,Center,anonymous,Julio 2025,I will stay only as long as my studies last,500,Everything,Cleaning Laundry,included,No,Friend,High prices;Availability;
1970-01-01 12:41:06.498611,45633.9229752262,,21,Man,Brazil,Only studying,2 yesrs,Student residence ,20m2,0,Center,anonymous,6 months,I will move to another residence for the duration of my studies.,400,,All but cleaning,-,No,Ie,Availability;High prices;
1970-01-01 12:41:11.461725,45670.6344482954,,19,Man,USA,Only studying,1 semester,Rental with a private landlord,50m2,0,Acueducto,anonymous,Study year,I will move to another residence for the duration of my studies.,900,Internet agua electricidad,manteinance and cleaning,-,No,beyond campus,High prices;
1970-01-01 12:41:17.586123,45663.8664113609,,18,Woman,Egypt,Only studying,1 semester,Student residence ,20m2,2,Factory,,Academics year,I will stay only as long as my studies last,1540,Gas electric unit,Everything included,100,,Inn family,High prices;Availability;
1970-01-01 12:41:12.497361,45669.8140801822,,18,Man,Canada,Only studying,4 years,Student residence ,130,2,Center,anonymous,1 curso académico,I will stay only as long as my studies last,275,All,"Daily cleaning, laundry, full board and parking",Included,Yes,Housing platform (dont remember name),NA;
1970-01-01 12:41:06.493299,45677.5885532407,,18,Man,Danish,Only studying,2 year,Student residence ,80,0,Center,anonymous,10 month,I will move to another residence for the duration of my studies.,590,All,"Full Board, weekly bed linen and towel laundry service and cleaning",Included,Yes,Uniplaces,Availability;High prices;
1970-01-01 12:41:06.513125,45618.1308890455,,19,Woman,Us,Only studying,2 year,Rental with a private landlord,80,1,San Facundo,,1 year study,I will stay only as long as my studies last,700,Internet agua electricidad,No,NA,Yes,Beyind campos,Availability;High prices;
1970-01-01 12:41:17.525359,45671.4548164087,,22,Woman,France,Only studying,2y,Student residence ,20,0,Plaza mayor,,,I will stay only as long as my studies last,400,Gas electric unit,weekly cleaning and optional laundry,Included,No,Vizcaínos idealista,High prices;
1970-01-01 12:40:18.882222,45670.2242642388,,22,Man,Luxembourgh,Only studying,2 years,Rental with a private landlord,105,5,San Nicolás,anonymous,Academics year,I will stay only as long as my studies last,750,,Cleaning once a week,Included,,Betina camous,High prices;
1970-01-01 12:40:14.323403,45677.5885532407,,18,Woman,Italian,Only studying,2 year,Rental with a private landlord,20m2,0,San Lorenzo,,Academic year,I will move to another residence for the duration of my studies.,1100,Gas electric unit,All cleaning food,laundry for 25€,Yes,Idelaista,Availability;High prices;
1970-01-01 12:41:06.491644,45659.9696628228,,20,Non-binary,Brazil,Only studying,2 year,Student residence ,110,0,Center,,6 months,I will move to another residence for the duration of my studies.,,Internet agua electricidad,Cleaning and food (media pensión),-,,Strident houses,Availability;High prices;
1970-01-01 12:40:29.819375,45611.7920601852,,24,Man,Philippines,Only studying,2 years,Rental with a private landlord,60m2,2,Plaza mayor,,10 month,I will stay only as long as my studies last,750,All foo,Brwkfast and dinner,Included,Yes,Idealista,Availability;
1970-01-01 12:40:45.428924,45675.5566569751,,19,Man,Danish,Only studying,1 year,Rental with a private landlord,12m2,2,Center (San Nicolás),,1 year,I will stay only as long as my studies last,275,,Everything even healthcare,Included,,Idealista,Availability;
1970-01-01 12:41:17.529201,45673.9159207486,,20,Woman,El Salvador,Only studying,1 year a half,Rental with a company,20m2,0,Center,,Ayuden year,I will stay only as long as my studies last,750,All foo,All,-,,,
1970-01-01 12:41:17.564988,45673.0955526353,,20,Non-binary,Spain,Only studying,6 month,Rental with a private landlord,130,0,Center,anonymous,5 months,I will stay only as long as my studies last,1540,Internet agua electricidad,Breakfast cleaning gym,NA,,Idelaista,High prices;
1970-01-01 12:41:12.502083,45675.7617490034,,18,Woman,USA,Only studying,1 year a half,Student residence ,12m2,3,Acueduct,,10 months,I will move to another residence for the duration of my studies.,750,Gas electric unit,All,laundry for 25€,,beyond campus,High prices;None met my expectations;
1970-01-01 12:41:06.491644,45673.9159207486,,19,Prefer not to say,Hungría,Only studying,9 month,Rental with a company,100,1,Acueducto,anonymous,9 month,I will stay only as long as my studies last,500,Yes,"towel and bed linen laundry, breakfast, lunch and dinner",NA,No,Beyond camous,High prices;Availability;
1970-01-01 12:40:29.810937,45676.9923011733,,20,Man,Spain/China,Only studying,1 semester,Rental with a private landlord,20m2,0,San Lorenzo,anonymous,1 year,I will move to another residence for the duration of my studies.,1000,yes,"Half board, cleaning just common areas and weekly bathroom cleaning, bed linen and towels laundry",NA,,Beyond camous,
1970-01-01 12:40:23.657188,45676.1719330601,,22,Man,Belgium,Only studying,4 years,Student residence ,20m2,2,San Lorenzo,anonymous,1 curso académico,I will move to another residence for the duration of my studies.,1050,Internet agua electricidad,Food cleaning (Cara),Included,No,Beyond campus,High prices;Availability;
1970-01-01 12:41:12.497361,45674.7362888618,,19,Man,Hungary,Only studying,2 yesrs,Rental with a private landlord,30m2,2,San Nicolás,,Academic year,I will stay only as long as my studies last,750,yes,All,,No,vizcainos,High prices;
1970-01-01 12:41:11.461725,45642.7419324439,,21,Man,Portuguese,Only studying,2 years,Rental with a private landlord,20m2,5,Acueducto,,9 month,I will stay only as long as my studies last,1250,,1100 limpieza y comida,100,,Te tal Agency,High prices;None met my expectations;
